id,drug_name,reaction_term,case_count,drug_total,reaction_total,grand_total,prr,ror,prr_chi_square,signal_status,confidence,first_detected_date,last_updated,serious_ratio,death_ratio,countries_count,source_proxy_count,passes_robust_filter,artifact_reason,robust_signal_score
18,YESCARTA,CYTOKINE RELEASE SYNDROME,795,795,795,20864371,988.9566,1198.8512,645061.1741,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9886792452830189,0.09433962264150944,10,10,True,passes_robust_filter,1705.5158204780607
19,IMPLANON NXT,PREGNANCY WITH IMPLANT CONTRACEPTIVE,87,87,87,20864371,2366.5693,2704.5078,188489.5543,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,21,21,True,passes_robust_filter,1699.6085573095008
20,ANTIHEMOPHILIC FACTOR RECOMBINANT FC FUSION PROTEIN,FACTOR VIII INHIBITION,21,21,21,20864371,30855.686,53198.7345,574936.1216,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,9,9,True,passes_robust_filter,1601.21933222374
21,GONAL-F,OVARIAN HYPERSTIMULATION SYNDROME,101,101,101,20864371,2972.418,3470.1182,269984.9431,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,13,13,True,passes_robust_filter,1591.538020004606
22,LAMIVUDINE,VIROLOGIC FAILURE,557,557,557,20864371,341.5837,358.2567,157958.0165,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.010771992818671455,32,32,True,passes_robust_filter,1535.1940125459244
23,BLINATUMOMAB,B PRECURSOR TYPE ACUTE LEUKAEMIA,24,24,24,20864371,6030.7122,6162.5092,104749.6727,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.75,5,5,True,passes_robust_filter,1533.364056734985
24,JAYDESS,ECTOPIC PREGNANCY WITH CONTRACEPTIVE DEVICE,71,71,71,20864371,2548.1288,2700.1004,154453.5539,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,17,17,True,passes_robust_filter,1532.1602040102985
25,ACTILYSE,HAEMORRHAGIC TRANSFORMATION STROKE,49,49,49,20864371,868.2703,892.4985,38683.0735,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.46938775510204084,17,17,True,passes_robust_filter,1528.1232332363109
26,IMPLANON NXT,UNINTENDED PREGNANCY,85,85,85,20864371,1673.0179,1905.6227,132959.6427,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,20,20,True,passes_robust_filter,1520.674421392416
27,ORGALUTRAN,OVARIAN HYPERSTIMULATION SYNDROME,111,111,111,20864371,5452.7382,7373.827,539553.5814,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.009009009009009009,7,7,True,passes_robust_filter,1517.236064376517
28,BORTEZOMIB,PLASMA CELL MYELOMA,856,856,856,20864371,170.3745,193.0142,136004.1444,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9988317757009346,0.13200934579439252,38,38,True,passes_robust_filter,1517.0950009687592
29,OVITRELLE,OVARIAN HYPERSTIMULATION SYNDROME,156,156,156,20864371,4099.2984,5042.2697,545699.1403,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,7,7,True,passes_robust_filter,1491.4270063850915
30,VIAGRA,ERECTION INCREASED,499,499,499,20864371,4463.2718,4748.7794,800416.2455,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.4529058116232465,0.0,9,9,True,passes_robust_filter,1479.1646642441847
31,OSIMERTINIB,ACQUIRED GENE MUTATION,97,97,97,20864371,1485.0234,1567.4219,125858.6935,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.13402061855670103,13,13,True,passes_robust_filter,1474.8161266959805
32,GLIVEC,CHRONIC MYELOID LEUKAEMIA,98,98,98,20864371,168.5135,170.2821,15014.8102,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.6938775510204082,33,33,True,passes_robust_filter,1449.2522503121493
33,ATRA,ACUTE PROMYELOCYTIC LEUKAEMIA DIFFERENTIATION SYNDROME,15,15,15,20864371,9168.0865,9750.7403,115715.1379,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.4,8,8,True,passes_robust_filter,1429.4616182981833
34,SYNAGIS,RESPIRATORY SYNCYTIAL VIRUS TEST POSITIVE,59,59,59,20864371,3233.2512,3267.172,99662.7913,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.7457627118644068,0.06779661016949153,16,16,True,passes_robust_filter,1427.199126569007
35,EYLEA,ENDOPHTHALMITIS,412,412,412,20864371,364.341,373.9746,116469.2979,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9830097087378641,0.0024271844660194173,29,29,True,passes_robust_filter,1424.299723853839
36,GLIVEC,BLAST CRISIS IN MYELOGENOUS LEUKAEMIA,40,40,40,20864371,369.0202,370.5963,12277.4758,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.85,18,18,True,passes_robust_filter,1415.8128326185156
37,MIRENA,DEVICE DISLOCATION,2646,2646,2646,20864371,161.1126,171.5403,315451.232,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9931972789115646,0.0007558578987150416,30,30,True,passes_robust_filter,1414.8225194658203
38,ALL-TRANS RETINOIC ACID ATRA,ACUTE PROMYELOCYTIC LEUKAEMIA DIFFERENTIATION SYNDROME,9,9,9,20864371,15932.3428,17869.9385,120262.8784,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5555555555555556,7,7,True,passes_robust_filter,1411.2546206748464
39,JARDIANCE,DIABETIC KETOACIDOSIS,1052,1052,1052,20864371,136.4292,144.1563,125363.1836,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9980988593155894,0.021863117870722433,55,55,True,passes_robust_filter,1401.7543901887414
40,KYLEENA,ECTOPIC PREGNANCY WITH CONTRACEPTIVE DEVICE,138,138,138,20864371,1226.6184,1255.6895,124256.6291,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.007246376811594203,15,15,True,passes_robust_filter,1398.954996922712
41,TENOFOVIR DISOPROXIL FUMARATE,VIRAL MUTATION IDENTIFIED,299,299,299,20864371,496.705,527.8689,131600.8054,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,22,22,True,passes_robust_filter,1392.8678529519686
42,BLINCYTO,ACUTE LYMPHOCYTIC LEUKAEMIA RECURRENT,67,67,67,20864371,692.3536,711.67,42121.0705,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.22388059701492538,22,22,True,passes_robust_filter,1391.6093119747834
43,RIBAVIRIN,HEPATITIS C,473,473,473,20864371,250.8295,264.0078,105496.6586,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9873150105708245,0.014799154334038054,36,36,True,passes_robust_filter,1384.2459605417887
44,SOVALDI,HEPATITIS C,228,228,228,20864371,516.2038,579.3238,111012.069,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9868421052631579,0.013157894736842105,23,23,True,passes_robust_filter,1382.3239452831115
45,DEFITELIO,VENOOCCLUSIVE DISEASE,152,152,152,20864371,951.5001,1022.2523,130343.6689,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.23684210526315788,9,9,True,passes_robust_filter,1362.109264537888
46,DIANEAL,DEATH,1089,1089,1089,20864371,48.2105,112.3956,50688.3093,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,1.0,13,13,True,passes_robust_filter,1360.8282903509794
47,CARBON DIOXIDE,AIR EMBOLISM,16,16,16,20864371,46833.4568,61819.843,612470.3174,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.125,5,5,True,passes_robust_filter,1355.129343568272
48,EYLEA,NON-INFECTIOUS ENDOPHTHALMITIS,170,170,170,20864371,1014.5887,1025.5076,96343.4339,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9705882352941176,0.0,15,15,True,passes_robust_filter,1348.5654788301395
49,TASIGNA,CHRONIC MYELOID LEUKAEMIA,150,150,150,20864371,177.1768,179.0545,23288.2488,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.49333333333333335,27,27,True,passes_robust_filter,1343.968914434714
50,INVOKANA,TOE AMPUTATION,1723,1723,1723,20864371,1583.1479,1753.3553,1160186.578,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9994196169471852,0.0075449796865931515,4,4,True,passes_robust_filter,1329.8114803741348
51,XIAFLEX,FRACTURE OF PENIS,88,88,88,20864371,13627.1108,13955.2711,344156.2187,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,4,4,True,passes_robust_filter,1312.7034743208444
52,LAMIVUDINE,PATHOGEN RESISTANCE,590,590,590,20864371,215.8803,227.0552,112152.0662,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.005084745762711864,32,32,True,passes_robust_filter,1310.109896806406
53,BCG LIVE,DISSEMINATED BACILLUS CALMETTE-GUERIN INFECTION,17,17,17,20864371,10127.0933,11209.7573,149389.1321,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.058823529411764705,11,11,True,passes_robust_filter,1308.0500292970312
54,CUROSURF,NEONATAL RESPIRATORY FAILURE,11,11,11,20864371,5183.0199,5346.35,47664.5608,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,1.0,5,5,True,passes_robust_filter,1307.654624948825
55,SURVANTA,PULMONARY HAEMORRHAGE,24,24,24,20864371,1644.408,2046.8753,37436.1213,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.8333333333333334,6,6,True,passes_robust_filter,1296.8262413974337
56,SODIUM IODIDE I 131,ENDOCRINE OPHTHALMOPATHY,26,26,26,20864371,30910.0059,39741.1505,658809.1289,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,5,5,True,passes_robust_filter,1293.1568915149528
57,RIBAVIRIN,HEPATOCELLULAR CARCINOMA,317,317,317,20864371,195.7292,202.4956,56247.2196,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9968454258675079,0.15141955835962145,31,31,True,passes_robust_filter,1289.3803435147943
58,MIRENA,PREGNANCY WITH CONTRACEPTIVE DEVICE,614,614,614,20864371,239.2093,242.6378,97132.4032,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.993485342019544,0.003257328990228013,27,27,True,passes_robust_filter,1289.2237866655905
59,AVEED,PULMONARY OIL MICROEMBOLISM,24,24,24,20864371,22236.6501,22895.4842,270861.8646,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9166666666666666,0.0,7,7,True,passes_robust_filter,1289.1126986152694
60,IMATINIB,BLAST CRISIS IN MYELOGENOUS LEUKAEMIA,55,55,55,20864371,498.8339,501.5398,21579.0034,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.38181818181818183,19,19,True,passes_robust_filter,1288.0891874571043
61,GLIVEC,GASTROINTESTINAL STROMAL TUMOUR,60,60,60,20864371,210.7438,212.094,11250.0082,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.6333333333333333,27,27,True,passes_robust_filter,1284.889819361031
62,SYNAGIS,BRONCHIOLITIS,189,189,189,20864371,658.3903,681.0135,104644.2326,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9312169312169312,0.015873015873015872,18,18,True,passes_robust_filter,1284.5300065827407
63,EFAVIRENZ,VIRAL MUTATION IDENTIFIED,264,264,264,20864371,415.8471,437.7817,98529.9401,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,22,22,True,passes_robust_filter,1284.2561431281842
64,HEROIN,DRUG ABUSE,678,678,678,20864371,105.1713,124.3325,68451.9295,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.995575221238938,0.7595870206489675,11,11,True,passes_robust_filter,1283.466128417305
65,AXICABTAGENE CILOLEUCEL,IMMUNE EFFECTOR CELL-ASSOCIATED NEUROTOXICITY SYNDROME,57,57,57,20864371,3715.671,3923.8679,174589.5843,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.19298245614035087,6,6,True,passes_robust_filter,1282.435489502117
66,PENICILLIN G BENZATHINE,EMBOLIA CUTIS MEDICAMENTOSA,23,23,23,20864371,14310.9832,16149.6961,276627.0573,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.043478260869565216,7,7,True,passes_robust_filter,1278.7698298814319
67,NITROUS OXIDE,SUBACUTE COMBINED CORD DEGENERATION,21,21,21,20864371,29205.4175,30308.4621,323293.7158,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,6,6,True,passes_robust_filter,1276.4038045126201
68,IXAZOMIB,PLASMA CELL MYELOMA,447,447,447,20864371,139.7552,155.0772,59688.5746,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9977628635346756,0.2841163310961969,25,25,True,passes_robust_filter,1275.1351110993012
69,IMPLANON,UNINTENDED PREGNANCY,118,118,118,20864371,528.5024,549.1957,57084.9732,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,28,28,True,passes_robust_filter,1273.824144039989
70,GEFITINIB,ACQUIRED GENE MUTATION,65,65,65,20864371,1305.7759,1371.9307,76960.7294,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.1076923076923077,13,13,True,passes_robust_filter,1269.8059489835703
71,KYMRIAH,CYTOKINE RELEASE SYNDROME,253,253,253,20864371,413.0616,450.8065,97772.9318,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9960474308300395,0.2490118577075099,11,11,True,passes_robust_filter,1264.2189272381725
72,XGEVA,BONE GIANT CELL TUMOUR,59,59,59,20864371,1876.9408,1884.9114,48220.6067,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.05084745762711865,12,12,True,passes_robust_filter,1254.8191467930453
73,MIRENA,UTERINE PERFORATION,452,452,452,20864371,385.599,389.6586,96041.6284,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9889380530973452,0.0,17,17,True,passes_robust_filter,1249.9924795391369
74,ISTODAX,ANGIOIMMUNOBLASTIC T-CELL LYMPHOMA,14,14,14,20864371,9653.514,10034.1766,107318.7656,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9285714285714286,0.7142857142857143,4,4,True,passes_robust_filter,1236.962744941637
75,VOTRIENT,METASTATIC RENAL CELL CARCINOMA,52,52,52,20864371,417.1486,419.0302,17198.9044,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5769230769230769,14,14,True,passes_robust_filter,1236.2820703822895
76,SOFOSBUVIR,HEPATOCELLULAR CARCINOMA,224,224,224,20864371,345.9892,368.3561,72311.5276,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.09375,19,19,True,passes_robust_filter,1227.3207470843731
77,TENOFOVIR DISOPROXIL FUMARATE,VIROLOGIC FAILURE,265,265,265,20864371,348.1423,367.3475,84285.5006,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.018867924528301886,21,21,True,passes_robust_filter,1216.8513218792173
78,SYNAGIS,RESPIRATORY SYNCYTIAL VIRUS BRONCHIOLITIS,54,54,54,20864371,1709.2202,1725.6133,61746.0429,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9814814814814815,0.07407407407407407,12,12,True,passes_robust_filter,1214.6503274287443
79,BRIGATINIB,NON-SMALL CELL LUNG CANCER,52,52,52,20864371,1004.1897,1051.5701,48430.2235,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.17307692307692307,14,14,True,passes_robust_filter,1213.5121170818495
80,PANITUMUMAB,COLORECTAL CANCER METASTATIC,39,39,39,20864371,573.5514,580.5142,19942.3547,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.38461538461538464,17,17,True,passes_robust_filter,1194.175709129965
81,GLIVEC,CYTOGENETIC ANALYSIS ABNORMAL,88,88,88,20864371,328.8311,331.9358,24771.5932,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.3181818181818182,19,19,True,passes_robust_filter,1193.8981684768296
82,HEPARIN,HEPARIN-INDUCED THROMBOCYTOPENIA,202,202,202,20864371,342.8497,347.9558,55898.0862,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9851485148514851,0.10396039603960396,19,19,True,passes_robust_filter,1193.6112746809724
83,DUODOPA,STOMA SITE DISCHARGE,305,305,305,20864371,214.5639,217.0195,50635.2056,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.980327868852459,0.07868852459016394,28,28,True,passes_robust_filter,1192.0295324114452
84,GLIVEC,DEATH,1955,1955,1955,20864371,17.4934,21.8361,30513.9388,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,1.0,72,72,True,passes_robust_filter,1187.0483156965647
85,EFAVIRENZ,VIROLOGIC FAILURE,244,244,244,20864371,306.1864,321.0408,68633.2136,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0,25,25,True,passes_robust_filter,1185.6197635374938
86,BRENTUXIMAB VEDOTIN,HODGKIN^S DISEASE,51,51,51,20864371,513.9789,533.1591,24739.9531,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.27450980392156865,19,19,True,passes_robust_filter,1183.2847362945035
87,FIRAZYR,HEREDITARY ANGIOEDEMA,372,372,372,20864371,1286.0036,1617.2727,428508.4007,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.5,0.008064516129032258,11,11,True,passes_robust_filter,1180.3030268805408
88,ZYKADIA,NON-SMALL CELL LUNG CANCER STAGE IV,30,30,30,20864371,4058.3166,4148.68,92807.4163,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5333333333333333,4,4,True,passes_robust_filter,1173.1734070227546
89,ALCOHOL,COMPLETED SUICIDE,371,371,371,20864371,108.3299,120.8517,38670.1201,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,1.0,8,8,True,passes_robust_filter,1172.8628492531045
90,XGEVA,OSTEONECROSIS OF JAW,729,729,729,20864371,142.7067,150.5233,93550.774,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9958847736625515,0.023319615912208505,31,31,True,passes_robust_filter,1164.0675731742617
91,JARDIANCE,KETOACIDOSIS,407,407,407,20864371,197.1437,201.327,66906.4354,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8943488943488943,0.007371007371007371,36,36,True,passes_robust_filter,1163.7731713424275
92,ADCETRIS,HODGKIN^S DISEASE,71,71,71,20864371,365.9368,375.4139,24283.0565,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.971830985915493,0.30985915492957744,19,19,True,passes_robust_filter,1162.804869643462
93,SPINRAZA,SPINAL MUSCULAR ATROPHY,26,26,26,20864371,1799.5329,1810.7737,33027.7934,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8461538461538461,0.5,8,8,True,passes_robust_filter,1159.0424490225348
94,COCAINE,DRUG ABUSE,544,544,544,20864371,88.1833,101.3067,46063.8183,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9981617647058824,0.7205882352941176,12,12,True,passes_robust_filter,1155.1885120590737
95,NEXPLANON,PREGNANCY WITH IMPLANT CONTRACEPTIVE,506,506,506,20864371,444.9986,451.5731,128515.8182,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9960474308300395,0.0,11,11,True,passes_robust_filter,1152.4188426949115
96,VILDAGLIPTIN,PEMPHIGOID,155,155,155,20864371,872.8597,1021.5267,128419.7598,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0064516129032258064,10,10,True,passes_robust_filter,1144.0454480786832
97,METHAMPHETAMINE,DRUG ABUSE,317,317,317,20864371,125.8952,154.8366,38816.9842,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.8422712933753943,8,8,True,passes_robust_filter,1140.6985839566821
98,JARDIANCE,EUGLYCAEMIC DIABETIC KETOACIDOSIS,277,277,277,20864371,203.7525,206.6756,46777.1909,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.0036101083032490976,34,34,True,passes_robust_filter,1140.4458587757222
99,DUODOPA,ON AND OFF PHENOMENON,394,394,394,20864371,175.9634,178.5711,55745.6273,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9720812182741116,0.12944162436548223,23,23,True,passes_robust_filter,1138.8821665406367
100,REVLIMID,PLASMA CELL MYELOMA,2301,2301,2301,20864371,36.981,37.833,68450.4169,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.8857018687527162,0.5680139069969579,37,37,True,passes_robust_filter,1132.5150421243857
101,VENCLYXTO,RICHTER^S SYNDROME,23,23,23,20864371,780.8076,791.2778,16095.7595,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.6086956521739131,11,11,True,passes_robust_filter,1129.7955984208431
102,MIRENA,DEVICE EXPULSION,5522,5522,5522,20864371,286.1482,327.857,984443.4072,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.12839550887359652,0.0,33,33,True,passes_robust_filter,1124.7196624815301
103,HAEGARDA,HEREDITARY ANGIOEDEMA,958,958,958,20864371,1942.0454,2606.3974,1375761.9117,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9812108559498957,0.0,3,3,True,passes_robust_filter,1123.19262667059
104,ZOLEDRONATE,OSTEONECROSIS OF JAW,136,136,136,20864371,297.9437,337.4974,39318.7512,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.029411764705882353,27,27,True,passes_robust_filter,1120.64579872474
105,OZURDEX,CORNEAL DECOMPENSATION,11,11,11,20864371,28683.3531,28962.0685,111791.2342,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.09090909090909091,6,6,True,passes_robust_filter,1112.5069115776346
106,ELOCTA,FACTOR VIII INHIBITION,23,23,23,20864371,7770.2564,8681.9549,158093.3822,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9565217391304348,0.0,8,8,True,passes_robust_filter,1109.9553746510007
107,BERINERT,HEREDITARY ANGIOEDEMA,194,194,194,20864371,740.17,845.0705,135014.9472,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.9690721649484536,0.0,10,10,True,passes_robust_filter,1109.0048878323234
108,INVOKANA,DIABETIC FOOT INFECTION,682,682,682,20864371,2385.3486,2480.6834,535731.1237,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.007331378299120235,3,3,True,passes_robust_filter,1108.158690319858
109,AMPHETAMINE SULFATE,DRUG ABUSE,170,170,170,20864371,175.5568,238.0298,29217.0947,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.9529411764705882,6,6,True,passes_robust_filter,1107.2663766840456
110,FORXIGA,KETOACIDOSIS,151,151,151,20864371,299.7324,310.6971,42086.2508,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.006622516556291391,27,27,True,passes_robust_filter,1104.2864955166024
111,COPAXONE,IMMEDIATE POST-INJECTION REACTION,160,160,160,20864371,660.1675,664.0538,56116.5462,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,0.74375,0.0,18,18,True,passes_robust_filter,1101.254852069781
112,HUMAN IMMUNOGLOBULIN,DRUG INEFFECTIVE FOR UNAPPROVED INDICATION,47,47,47,20864371,165.6105,186.1869,7506.1137,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.9148936170212766,15,15,True,passes_robust_filter,1100.2314473711065
113,FORXIGA,DIABETIC KETOACIDOSIS,258,258,258,20864371,139.5728,148.4951,34391.5049,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.031007751937984496,47,47,True,passes_robust_filter,1098.4873823813857
114,ZAVESCA,NIEMANN-PICK DISEASE,6,6,6,20864371,48899.6695,49479.4957,112056.3018,STRONG_SIGNAL,MEDIUM,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.5,4,4,True,passes_robust_filter,1096.584929971371
115,BRENTUXIMAB VEDOTIN-MPI,HODGKIN^S DISEASE,47,47,47,20864371,666.4249,699.1393,29619.3969,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.1702127659574468,16,16,True,passes_robust_filter,1093.6748008705408
116,IRESSA,MALIGNANT NEOPLASM PROGRESSION,729,729,729,20864371,88.5909,105.5778,61982.0206,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,0.1111111111111111,34,34,True,passes_robust_filter,1093.2565802039162
117,EXTRANEAL,DEATH,1621,1621,1621,20864371,23.9212,33.0727,35778.2121,STRONG_SIGNAL,HIGH,2026-06-29,2026-06-29T23:27:37.130252+00:00,1.0,1.0,25,25,True,passes_robust_filter,1092.9978297511473
